Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    3792/56423       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_S_right(std::_Rb_tree_node_base*) [401]
                0.00    0.00       2/52633       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_S_left(std::_Rb_tree_node_base*) [406]
-----------------------------------------------
                0.00    0.00     816/104114      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_get_insert_unique_pos(int const&) [659]
                0.00    0.00   51345/104114      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, std::_Rb_tree_const_iterator<std::pair<int const, signed char> >) [551]
                0.00    0.00   51953/104114      std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::begin() [434]
[339]    0.0    0.00    0.00  104114         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::begin() [339]
                0.00    0.00  104114/460999      std::_Rb_tree_iterator<std::pair<int const, signed char> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [264]
-----------------------------------------------
                0.00    0.00  103494/103494      std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::allocator<Organism>(std::allocator<Organism> const&) [344]
[340]    0.0    0.00    0.00  103494         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::new_allocator() [340]
-----------------------------------------------
                0.00    0.00  103494/103494      std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [345]
[341]    0.0    0.00    0.00  103494         __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::~new_allocator() [341]
-----------------------------------------------
                0.00    0.00   51747/103494      std::vector<RNA*, std::allocator<RNA*> >::begin() [516]
                0.00    0.00   51747/103494      std::vector<RNA*, std::allocator<RNA*> >::end() [515]
[342]    0.0    0.00    0.00  103494         __gnu_cxx::__normal_iterator<RNA**, std::vector<RNA*, std::allocator<RNA*> > >::__normal_iterator(RNA** const&) [342]
-----------------------------------------------
                0.00    0.00   51747/103494      std::vector<Protein*, std::allocator<Protein*> >::begin() [521]
                0.00    0.00   51747/103494      std::vector<Protein*, std::allocator<Protein*> >::end() [520]
[343]    0.0    0.00    0.00  103494         __gnu_cxx::__normal_iterator<Protein**, std::vector<Protein*, std::allocator<Protein*> > >::__normal_iterator(Protein** const&) [343]
-----------------------------------------------
                0.00    0.00     816/103494      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, int&, Threefry::Gen>(Organism*&, std::_Sp_alloc_shared_tag<std::allocator<Organism> >, int&, Threefry::Gen&&) [17]
                0.00    0.00    1024/103494      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, std::shared_ptr<Organism>&>(Organism*&, std::_Sp_alloc_shared_tag<std::allocator<Organism> >, std::shared_ptr<Organism>&) [149]
                0.00    0.00   49907/103494      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, std::shared_ptr<Organism> const&>(Organism*&, std::_Sp_alloc_shared_tag<std::allocator<Organism> >, std::shared_ptr<Organism> const&) [63]
                0.00    0.00   51747/103494      std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [500]
[344]    0.0    0.00    0.00  103494         std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::allocator<Organism>(std::allocator<Organism> const&) [344]
                0.00    0.00  103494/103494      __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::new_allocator() [340]
-----------------------------------------------
                0.00    0.00     816/103494      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, int&, Threefry::Gen>(Organism*&, std::_Sp_alloc_shared_tag<std::allocator<Organism> >, int&, Threefry::Gen&&) [17]
                0.00    0.00    1024/103494      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, std::shared_ptr<Organism>&>(Organism*&, std::_Sp_alloc_shared_tag<std::allocator<Organism> >, std::shared_ptr<Organism>&) [149]
                0.00    0.00   49907/103494      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, std::shared_ptr<Organism> const&>(Organism*&, std::_Sp_alloc_shared_tag<std::allocator<Organism> >, std::shared_ptr<Organism> const&) [63]
                0.00    0.00   51747/103494      std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [500]
[345]    0.0    0.00    0.00  103494         std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [345]
                0.00    0.00  103494/103494      __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::~new_allocator() [341]
-----------------------------------------------
                0.00    0.00  103494/103494      void std::_Destroy<RNA**>(RNA**, RNA**) [358]
[346]    0.0    0.00    0.00  103494         void std::_Destroy_aux<true>::__destroy<RNA**>(RNA**, RNA**) [346]
-----------------------------------------------
                0.00    0.00   51747/103494      std::_Vector_base<RNA*, std::allocator<RNA*> >::~_Vector_base() [473]
                0.00    0.00   51747/103494      std::vector<RNA*, std::allocator<RNA*> >::_M_default_append(unsigned long) [513]
[347]    0.0    0.00    0.00  103494         std::_Vector_base<RNA*, std::allocator<RNA*> >::_M_deallocate(RNA**, unsigned long) [347]
                0.00    0.00   51747/51747       std::allocator_traits<std::allocator<RNA*> >::deallocate(std::allocator<RNA*>&, RNA**, unsigned long) [494]
-----------------------------------------------
                0.00    0.00     816/103494      std::vector<char, std::allocator<char> >::_M_default_initialize(unsigned long) [658]
                0.00    0.00   50931/103494      std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&) [157]
                0.00    0.00   51747/103494      std::vector<char, std::allocator<char> >::~vector() [524]
[348]    0.0    0.00    0.00  103494         std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() [348]
-----------------------------------------------
                0.00    0.00  103494/103494      std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [352]
[349]    0.0    0.00    0.00  103494         std::_Sp_ebo_helper<0, std::allocator<Organism>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<Organism>, true>&) [349]
-----------------------------------------------
                0.00    0.00   51747/103494      std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&) [544]
                0.00    0.00   51747/103494      std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [500]
[350]    0.0    0.00    0.00  103494         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>*) [350]
                0.00    0.00  103494/103494      std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&) [357]
-----------------------------------------------
                0.00    0.00     816/103494      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, int&, Threefry::Gen>(Organism*&, std::_Sp_alloc_shared_tag<std::allocator<Organism> >, int&, Threefry::Gen&&) [17]
                0.00    0.00    1024/103494      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, std::shared_ptr<Organism>&>(Organism*&, std::_Sp_alloc_shared_tag<std::allocator<Organism> >, std::shared_ptr<Organism>&) [149]
                0.00    0.00   49907/103494      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, std::shared_ptr<Organism> const&>(Organism*&, std::_Sp_alloc_shared_tag<std::allocator<Organism> >, std::shared_ptr<Organism> const&) [63]
                0.00    0.00   51747/103494      std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [500]
[351]    0.0    0.00    0.00  103494         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [351]
                0.00    0.00   51747/51747       std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::deallocate(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [496]
-----------------------------------------------
                0.00    0.00   51747/103494      std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [34]
                0.00    0.00   51747/103494      std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [500]
[352]    0.0    0.00    0.00  103494         std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [352]
                0.00    0.00  103494/103494      std::_Sp_ebo_helper<0, std::allocator<Organism>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<Organism>, true>&) [349]
-----------------------------------------------
                0.00    0.00   51747/103494      Organism::~Organism() [31]
                0.00    0.00   51747/103494      Organism::compute_RNA() [11]
[353]    0.0    0.00    0.00  103494         std::set<int, std::less<int>, std::allocator<int> >::clear() [353]
                0.00    0.00  103494/103494      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::clear() [356]
-----------------------------------------------
                0.00    0.00  103494/103494      std::vector<RNA*, std::allocator<RNA*> >::clear() [355]
[354]    0.0    0.00    0.00  103494         std::vector<RNA*, std::allocator<RNA*> >::_M_erase_at_end(RNA**) [354]
                0.00    0.00   51747/206988      std::_Vector_base<RNA*, std::allocator<RNA*> >::_M_get_Tp_allocator() [290]
                0.00    0.00   51747/103494      void std::_Destroy<RNA**, RNA*>(RNA**, RNA**, std::allocator<RNA*>&) [359]
-----------------------------------------------
                0.00    0.00   51747/103494      Organism::~Organism() [31]
                0.00    0.00   51747/103494      Organism::compute_RNA() [11]
[355]    0.0    0.00    0.00  103494         std::vector<RNA*, std::allocator<RNA*> >::clear() [355]
                0.00    0.00  103494/103494      std::vector<RNA*, std::allocator<RNA*> >::_M_erase_at_end(RNA**) [354]
-----------------------------------------------
                0.00    0.00  103494/103494      std::set<int, std::less<int>, std::allocator<int> >::clear() [353]
[356]    0.0    0.00    0.00  103494         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::clear() [356]
                0.00    0.00  103494/155241      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_begin() [315]
                0.00    0.00  103494/155241      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*) [316]
                0.00    0.00  103494/309666      std::_Rb_tree_header::_M_reset() [274]
-----------------------------------------------
                0.00    0.00  103494/103494      std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>*) [350]
[357]    0.0    0.00    0.00  103494         std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&) [357]
-----------------------------------------------
                0.00    0.00  103494/103494      void std::_Destroy<RNA**, RNA*>(RNA**, RNA**, std::allocator<RNA*>&) [359]
[358]    0.0    0.00    0.00  103494         void std::_Destroy<RNA**>(RNA**, RNA**) [358]
                0.00    0.00  103494/103494      void std::_Destroy_aux<true>::__destroy<RNA**>(RNA**, RNA**) [346]
-----------------------------------------------
                0.00    0.00   51747/103494      std::vector<RNA*, std::allocator<RNA*> >::~vector() [519]
                0.00    0.00   51747/103494      std::vector<RNA*, std::allocator<RNA*> >::_M_erase_at_end(RNA**) [354]
[359]    0.0    0.00    0.00  103494         void std::_Destroy<RNA**, RNA*>(RNA**, RNA**, std::allocator<RNA*>&) [359]
                0.00    0.00  103494/103494      void std::_Destroy<RNA**>(RNA**, RNA**) [358]
-----------------------------------------------
                0.00    0.00  102754/102754      void std::_Destroy<Protein**>(Protein**, Protein**) [362]
[360]    0.0    0.00    0.00  102754         void std::_Destroy_aux<true>::__destroy<Protein**>(Protein**, Protein**) [360]
-----------------------------------------------
                0.00    0.00   51007/102754      std::vector<Protein*, std::allocator<Protein*> >::_M_default_append(unsigned long) [592]
                0.00    0.00   51747/102754      std::_Vector_base<Protein*, std::allocator<Protein*> >::~_Vector_base() [478]
[361]    0.0    0.00    0.00  102754         std::_Vector_base<Protein*, std::allocator<Protein*> >::_M_deallocate(Protein**, unsigned long) [361]
                0.00    0.00   51007/51007       std::allocator_traits<std::allocator<Protein*> >::deallocate(std::allocator<Protein*>&, Protein**, unsigned long) [586]
-----------------------------------------------
                0.00    0.00  102754/102754      void std::_Destroy<Protein**, Protein*>(Protein**, Protein**, std::allocator<Protein*>&) [29]
[362]    0.0    0.00    0.00  102754         void std::_Destroy<Protein**>(Protein**, Protein**) [362]
                0.00    0.00  102754/102754      void std::_Destroy_aux<true>::__destroy<Protein**>(Protein**, Protein**) [360]
-----------------------------------------------
                0.00    0.00   51139/102278      std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_clear() [189]
                0.00    0.00   51139/102278      std::_List_node<MutationEvent*>* std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> >::_M_create_node<MutationEvent* const&>(MutationEvent* const&) [578]
[363]    0.0    0.00    0.00  102278         std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_get_Node_allocator() [363]
-----------------------------------------------
                0.00    0.00   50931/101862      std::vector<char, std::allocator<char> >::begin() const [605]
                0.00    0.00   50931/101862      std::vector<char, std::allocator<char> >::end() const [604]
[364]    0.0    0.00    0.00  101862         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::__normal_iterator(char const* const&) [364]
-----------------------------------------------
                0.00    0.00  101862/101862      char const* std::__niter_base<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [368]
[365]    0.0    0.00    0.00  101862         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::base() const [365]
-----------------------------------------------
                0.00    0.00   50931/101862      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::operator=(std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > > const&) [74]
                0.00    0.00   50931/101862      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Reuse_or_alloc_node::_Reuse_or_alloc_node(std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >&) [615]
[366]    0.0    0.00    0.00  101862         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_root() [366]
-----------------------------------------------
                0.00    0.00  101862/101862      char* std::copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [620]
[367]    0.0    0.00    0.00  101862         __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > std::__miter_base<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [367]
-----------------------------------------------
                0.00    0.00  101862/101862      char* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [617]
[368]    0.0    0.00    0.00  101862         char const* std::__niter_base<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [368]
                0.00    0.00  101862/101862      __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::base() const [365]
-----------------------------------------------
                0.00    0.00  101046/101046      Organism::apply_mutations(std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> > const&) [6]
[369]    0.0    0.00    0.00  101046         std::operator!=(std::_List_const_iterator<MutationEvent*> const&, std::_List_const_iterator<MutationEvent*> const&) [369]
-----------------------------------------------
                0.00    0.00   49907/99814       std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> >::begin() const [626]
                0.00    0.00   49907/99814       std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> >::end() const [625]
[370]    0.0    0.00    0.00   99814         std::_List_const_iterator<MutationEvent*>::_List_const_iterator(std::__detail::_List_node_base const*) [370]
-----------------------------------------------
                0.00    0.00     206/93507       Organism::remove_promoters_starting_after(int) [162]
                0.00    0.00   12073/93507       std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::operator[](int const&) [87]
                0.00    0.00   29481/93507       Organism::add_new_promoter(int, signed char) [83]
                0.00    0.00   51747/93507       Organism::compute_RNA() [11]
[371]    0.0    0.00    0.00   93507         std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::end() [371]
                0.00    0.00   93507/136746      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::end() [321]
-----------------------------------------------
                0.00    0.00     816/71851       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_get_insert_unique_pos(int const&) [659]
                0.00    0.00   12073/71851       std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::operator[](int const&) [87]
                0.00    0.00   29481/71851       Organism::add_new_promoter(int, signed char) [83]
                0.00    0.00   29481/71851       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::find(int const&) [145]
[372]    0.0    0.00    0.00   71851         std::operator==(std::_Rb_tree_iterator<std::pair<int const, signed char> > const&, std::_Rb_tree_iterator<std::pair<int const, signed char> > const&) [372]
-----------------------------------------------
                0.00    0.00     816/66127       std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int const, signed char> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<int const, signed char> >*&, std::_Rb_tree_node_base*&) [655]
                0.00    0.00    2846/66127       std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&) [648]
                0.00    0.00   11728/66127       std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base*&) [635]
                0.00    0.00   50737/66127       std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int const, Protein*> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<int const, Protein*> >*&, std::_Rb_tree_node_base*&) [621]
[373]    0.0    0.00    0.00   66127         std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [373]
-----------------------------------------------
                0.00    0.00   64704/64704       std::tuple<int const&>::tuple(std::tuple<int const&>&&) [376]
[374]    0.0    0.00    0.00   64704         std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [374]
                0.00    0.00   64704/299139      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [275]
                0.00    0.00   64704/129408      std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [324]
                0.00    0.00   64704/129408      std::_Head_base<0ul, int const&, false>::_Head_base(int const&) [323]
-----------------------------------------------
                0.00    0.00   64704/64704       std::tuple<int const&>::tuple<void, true>(int const&) [377]
[375]    0.0    0.00    0.00   64704         std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&) [375]
                0.00    0.00   64704/129408      std::_Head_base<0ul, int const&, false>::_Head_base(int const&) [323]
-----------------------------------------------
                0.00    0.00   12073/64704       void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, signed char> > >::construct<std::pair<int const, signed char>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, signed char>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [628]
                0.00    0.00   52631/64704       void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > >::construct<std::pair<int const, Protein*>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, Protein*>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [416]
[376]    0.0    0.00    0.00   64704         std::tuple<int const&>::tuple(std::tuple<int const&>&&) [376]
                0.00    0.00   64704/64704       std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [374]
-----------------------------------------------
                0.00    0.00   12073/64704       std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::operator[](int const&) [87]
                0.00    0.00   52631/64704       std::map<int, Protein*, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::operator[](int const&) [112]
[377]    0.0    0.00    0.00   64704         std::tuple<int const&>::tuple<void, true>(int const&) [377]
                0.00    0.00   64704/64704       std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&) [375]
-----------------------------------------------
                0.00    0.00   64704/64704       std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [379]
[378]    0.0    0.00    0.00   64704         int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [378]
                0.00    0.00   64704/129408      std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [324]
-----------------------------------------------
                0.00    0.00   12073/64704       std::pair<int const, signed char>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [631]
                0.00    0.00   52631/64704       std::pair<int const, Protein*>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [426]
[379]    0.0    0.00    0.00   64704         std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [379]
                0.00    0.00   64704/64704       int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [378]
-----------------------------------------------
                0.00    0.00   12073/63418       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, int const&) [158]
                0.00    0.00   51345/63418       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::erase[abi:cxx11](std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, std::_Rb_tree_const_iterator<std::pair<int const, signed char> >) [552]
[380]    0.0    0.00    0.00   63418         std::_Rb_tree_const_iterator<std::pair<int const, signed char> >::_M_const_cast() const [380]
                0.00    0.00   63418/460999      std::_Rb_tree_iterator<std::pair<int const, signed char> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [264]
-----------------------------------------------
                0.00    0.00   62108/62108       std::_Rb_tree_node<std::pair<int const, Protein*> >::_M_valptr() const [384]
[381]    0.0    0.00    0.00   62108         __gnu_cxx::__aligned_membuf<std::pair<int const, Protein*> >::_M_ptr() const [381]
                0.00    0.00   62108/62108       __gnu_cxx::__aligned_membuf<std::pair<int const, Protein*> >::_M_addr() const [382]
-----------------------------------------------
                0.00    0.00   62108/62108       __gnu_cxx::__aligned_membuf<std::pair<int const, Protein*> >::_M_ptr() const [381]
[382]    0.0    0.00    0.00   62108         __gnu_cxx::__aligned_membuf<std::pair<int const, Protein*> >::_M_addr() const [382]
-----------------------------------------------
                0.00    0.00   62108/62108       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_S_key(std::_Rb_tree_node<std::pair<int const, Protein*> > const*) [385]
